# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MAPT	MAPT.2	NM_016841.5.3	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
MARCHF6	MARCHF6	NM_001270660.2	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF6	MARCHF6	NM_001270661.2	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF6	MARCHF6	NM_005885.4	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARK1	MARK1	NM_001286124.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MARK1	MARK1	NM_001286126.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MARK1	MARK1	NM_001286128.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MARK1	MARK1	NM_018650.5	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MAST4	MAST4	NM_001164664.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MAST4	MAST4	NM_001290228.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MAST4	MAST4	NM_198828.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MATN1	MATN1	NM_002379.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MATN1-AS1	MATN1-AS1	NR_034182.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MATN2	MATN2	NM_001317748.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MATN2	MATN2	NM_002380.5	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MATN2	MATN2	NM_030583.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MATR3	MATR3	NM_001194954.1	protein_coding	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MATR3	MATR3	NM_001194955.1	protein_coding	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MATR3	MATR3	NM_001194956.1	protein_coding	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MATR3	MATR3	NM_001282278.1	protein_coding	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MATR3	MATR3	NM_018834.6	protein_coding	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MATR3	MATR3	NM_199189.2	protein_coding	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MBD6	MBD6	NM_052897.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_001314057.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_001363870.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_021038.5	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_207292.3	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_207293.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_207294.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_207295.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_207296.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBNL1	MBNL1	NM_207297.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
MBP	MBP	NM_001025100.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0
MBP	MBP	NM_001025101.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0
MCF2	MCF2	NM_001099855.1	protein_coding	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0
MCF2	MCF2	NM_001171876.2	protein_coding	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0
MCF2	MCF2	NM_001171877.1	protein_coding	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0
MCF2	MCF2	NM_001171878.1	protein_coding	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0
MCF2	MCF2	NM_001171879.1	protein_coding	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0
MCF2	MCF2	NM_005369.5	protein_coding	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0
MCTP1	MCTP1	NM_001002796.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MCTP1	MCTP1	NM_001297777.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MCTP1	MCTP1	NM_024717.5	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MDC1	MDC1.5	NM_014641.3.5	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MDC1-AS1	MDC1-AS1	NR_133647.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NM_001039845.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NM_001282940.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NM_001330223.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NM_001330224.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NM_001330225.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NM_001330226.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NR_104261.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NR_138467.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MDH1B	MDH1B	NR_138468.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MED12L	MED12L	NM_053002.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MED23	MED23	NM_001270521.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MED23	MED23	NM_001270522.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MED23	MED23	NM_004830.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MED23	MED23	NM_015979.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MED26	MED26	NM_004831.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MED29	MED29	NM_001317770.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MED29	MED29	NM_017592.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MED29	MED29	NR_133915.3		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MEF2C	MEF2C	NM_001131005.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001193347.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001193348.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001193349.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001193350.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001308002.3	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001363581.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364329.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364330.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364331.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364332.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364333.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364334.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364335.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364336.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364337.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364338.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364339.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364340.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364341.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364342.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364343.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364344.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364345.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364346.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364347.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364348.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364349.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364350.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364352.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364353.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364354.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364355.2	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364356.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_001364357.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEF2C	MEF2C	NM_002397.5	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
MEGF10	MEGF10	NM_001256545.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MEGF10	MEGF10	NM_001308119.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MEGF10	MEGF10	NM_001308121.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MEGF10	MEGF10	NM_032446.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MEGF6	MEGF6	NM_001409.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MEI1	MEI1	NM_152513.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001080510.4	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001206983.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001206984.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001206985.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001206986.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001206987.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001302703.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001302704.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NM_001302705.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
METTL23	METTL23	NR_038193.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NM_001297709.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NM_001297710.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NM_001297711.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NM_001297712.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NM_003480.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NR_123733.2		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFAP5	MFAP5	NR_123734.2		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MFN2	MFN2	NM_001127660.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MFN2	MFN2	NM_014874.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MFSD11	MFSD11	NM_001242532.4	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001242533.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001242534.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001242535.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001242536.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001242537.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001353017.1	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001353018.1	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_001353019.1	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NM_024311.4	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MFSD11	MFSD11	NR_148229.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148230.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148231.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148232.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148233.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148234.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148235.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148236.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148237.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148238.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148239.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148240.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MFSD11	MFSD11	NR_148242.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MGA	MGA	NM_001080541.2	protein_coding	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
MGA	MGA	NM_001164273.1	protein_coding	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
MGAM	MGAM	NM_001365693.1	protein_coding	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0
MGAM	MGAM	NM_004668.3	protein_coding	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0
MGAM2	MGAM2	NM_001293626.2	protein_coding	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	6	2	0	0	0
MIA2	MIA2	NM_001247988.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001247989.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001247990.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001329214.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354137.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354138.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354139.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354140.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354141.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354142.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354143.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354144.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354145.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354146.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354147.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354148.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354149.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354150.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354151.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354152.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354153.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354154.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354155.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354156.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_001354157.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_005930.4	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_203354.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MIA2	MIA2	NM_203355.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
